,Overall_review,date,name,nationality,rating,review_times,tag
633,"Great hotel, lived up to expectations","Reviewed: June 2, 2016",Ruxandra,Switzerland,10,11 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights"
634,I,"Reviewed: June 2, 2016",nikhilpawa,India,8.8,7 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night"
635,Luxurious hotel,"Reviewed: May 31, 2016",Aylee_Jay,United Kingdom,9.2,12 Reviews,"• Leisure trip


• Travelers with friends


• Venetian Bella Suite with Two Queen Beds


• Stayed 2 nights


• Submitted from a mobile device"
636,One of the best places to say in Vegas,"Reviewed: May 31, 2016",Patricia,United States of America,10,2 Reviews,"• Leisure trip


• Family with young children


• Venetian Luxury View Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
637,Nice hotel. Slightly let down by security staff.,"Reviewed: May 31, 2016",Lauren,United Kingdom,7.5,11 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights"
638,good location and cool to have Venice just below you as well...,"Reviewed: May 31, 2016",Jonny Bee,Canada,7.5,16 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
639,"I was beautiful staff was very nice, fast efficient.","Reviewed: May 30, 2016",Lisa Rice UK,United Kingdom,10,2 Reviews,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds


• Stayed 14 nights"
640,Did not expect to enjoy Vegas at all but after the initial culture shock we loved it :-),"Reviewed: May 30, 2016",Juliane,Germany,9.6,19 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night"
641,Labor Day Weekend Stay,"Reviewed: May 30, 2016",Karen,United Kingdom,4.6,2 Reviews,"• Leisure trip


• Group


• Venetian Bella View Suite with Two Queen Beds


• Stayed 4 nights


• Submitted from a mobile device"
642,Fantastic 2 weeks at the Venetian Resort,"Reviewed: May 30, 2016",Roslyn,United States of America,9.6,2 Reviews,"• Leisure trip


• Solo traveler


• Smart Plan- Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
643,Awesome hotel in a very central location,"Reviewed: May 30, 2016",Anonymous,Canada,9.2,1 review,"• Leisure trip


• Family with young children


• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit


• Stayed 2 nights


• Submitted from a mobile device"
644,Service Disappointing,"Reviewed: May 29, 2016",Rachel,United Kingdom,9.6,23 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights"
645,"Bed comfort, bathroom.","Reviewed: May 29, 2016",Jee,United States of America,10,25 Reviews,"• Leisure trip


• Family with young children


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
646,Great stay in the hotel.,"Reviewed: May 29, 2016",Shashank,India,7.5,6 Reviews,"• Leisure trip


• Family with young children


• Venetian Bella Suite with Two Queen Beds


• Stayed 2 nights"
647,"Vegas elegance, delivers on its 5* rating.","Reviewed: May 28, 2016",Boris,Israel,7.5,8 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights"
648,The bed was very comfy and warm.,"Reviewed: May 27, 2016",Abduljalil,Bahrain,7.9,9 Reviews,"• Leisure trip


• Family with older children


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
649,Nice stay in Vegas,"Reviewed: May 26, 2016",Ellen,Japan,9.6,7 Reviews,"• Leisure trip


• Family with older children


• Venetian Bella Suite with Two Queen Beds


• Stayed 2 nights


• Submitted from a mobile device"
650,"The room size , poll and pool staff ,hotel facilities ,...","Reviewed: May 25, 2016",Kevin,United States of America,5,10 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit


• Stayed 2 nights"
651,Luxury hotel but too busy and noisy for family stay.,"Reviewed: May 24, 2016",Pelin,Turkey,10,3 Reviews,"• Leisure trip


• Couple


• Venetian Luxury View Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
652,A good luxury rooms to relax.,"Reviewed: May 24, 2016",Marcel,Switzerland,10,32 Reviews,"• Leisure trip


• Couple


• Venetian Bella View Suite with Two Queen Beds


• Stayed 4 nights


• Submitted from a mobile device"
653,one night stand,"Reviewed: May 24, 2016",Enterprise,United Kingdom,9.6,1 review,"• Leisure trip


• Group


• 2 rooms


• Stayed 3 nights"
654,Great value,"Reviewed: May 24, 2016",William,New Zealand,9.6,4 Reviews,"• Leisure trip


• Solo traveler


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
655,Best Theme Place to stay at LV,"Reviewed: May 24, 2016",Michelle,Australia,5.8,5 Reviews,"• Leisure trip


• Couple


• Venetian Luxury View Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
656,Excellent hotel - one of the 'grandest' on the strip. Watch out for hidden charges though,"Reviewed: May 23, 2016",Bing,China,10,18 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
657,Fun & comfortable,"Reviewed: May 23, 2016",Anonymous,Singapore,9.6,31 Reviews,"• Leisure trip


• Family with older children


• Venetian Bella Suite with Two Queen Beds


• Stayed 2 nights"
658,Disappointing Venetian,"Reviewed: May 23, 2016",Nasser,Kuwait,6.7,7 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 5 nights


• Submitted from a mobile device"
659,Everything is good,"Reviewed: May 22, 2016",Bonita,United States of America,10,2 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights"
660,Excellent room with lots of space.,"Reviewed: May 22, 2016",Martin,United States of America,7.9,1 review,"• Leisure trip


• Couple


• Venetian Bella Suite with Two Queen Beds


• Stayed 1 night"
661,Becareful at check in,"Reviewed: May 22, 2016",Robert,United States of America,9.2,1 review,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds


• Stayed 1 night


• Submitted from a mobile device"
662,Fabulous 2 nights at the Venetian!!!!,"Reviewed: May 22, 2016",Paul,United Kingdom,10,9 Reviews,"• Leisure trip


• Couple


• Smart Plan- Venetian Luxury View Suite with a King Bed


• Stayed 1 night"
663,We liked the room but the location of the room was terrible.,"Reviewed: May 22, 2016",M198,United Kingdom,6.3,3 Reviews,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
664,Las Vegas trip May 2016,"Reviewed: May 22, 2016",Casey,United Kingdom,8.8,5 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
665,Affordable luxury,"Reviewed: May 22, 2016",Kathryn,Australia,9.2,4 Reviews,"• Leisure trip


• Family with older children


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights"
666,A bit disappointed,"Reviewed: May 22, 2016",Aikan,Australia,2.9,31 Reviews,"• Leisure trip


• Family with older children


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
667,"Room was great, in particular the bathroom was stunning","Reviewed: May 22, 2016",Kai,Germany,8.3,18 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
668,"Everything, great hotel, great facilities.","Reviewed: May 20, 2016",Aravind,United Kingdom,9.2,25 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights"
669,Stay far away,"Reviewed: May 19, 2016",Luciano,United States of America,10,1 review,"• Leisure trip


• Couple


• Venetian Luxury View Suite with a King Bed


• Stayed 1 night"
670,Almost everything is great in this hotel.,"Reviewed: May 17, 2016",Anonymous,United States of America,6.7,1 review,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds


• Stayed 3 nights"
671,Experience of Luxury...,"Reviewed: May 17, 2016",Brenda,Australia,10,5 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
672,Opulence - Seeing how the other half lives!,"Reviewed: May 15, 2016",Sarfraz,United Arab Emirates,8.8,1 review,"• Business trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 1 night"
673,the staff is very friendly,"Reviewed: May 13, 2016",Chin,United Kingdom,9.2,1 review,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds


• Stayed 2 nights


• Submitted from a mobile device"
674,Excellent and fabulous .,"Reviewed: May 12, 2016",RionaBanana,China,7.9,2 Reviews,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
675,Excellent Hotel & Excellent Service,"Reviewed: May 11, 2016",Jaroslav,Switzerland,10,73 Reviews,"• Leisure trip


• Family with young children


• Venetian Bella Suite with Two Queen Beds


• Stayed 1 night"
676,Comfiest bed,"Reviewed: May 11, 2016",Gary,United Kingdom,9.2,2 Reviews,"• Leisure trip


• Couple


• Venetian Bella View Suite with Two Queen Beds (3 Adults)


• Stayed 5 nights"
677,Fair place to stay,"Reviewed: May 11, 2016",Alberto,United States of America,10,1 review,"• Leisure trip


• Group


• Venetian Bella View Suite with Two Queen Beds


• Stayed 3 nights


• Submitted from a mobile device"
678,Great evening in Las Vegas,"Reviewed: May 10, 2016",Anonymous,United States of America,5.8,1 review,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds


• Stayed 2 nights


• Submitted from a mobile device"
679,Great quality hotel.,"Reviewed: May 10, 2016",Victoria,United Kingdom,9.2,6 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
680,I will definitely stay at the Venetian again.,"Reviewed: May 9, 2016",Shun,China,5.8,5 Reviews,"• Leisure trip


• Family with older children


• Venetian Bella Suite with Two Queen Beds


• Stayed 4 nights


• Submitted from a mobile device"
681,Very nice rooms and casino.,"Reviewed: May 9, 2016",Shima,United Kingdom,9.6,12 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights"
682,Beautiful hotel,"Reviewed: May 9, 2016",Charbel,United Arab Emirates,7.5,1 review,"• Business trip


• Solo traveler


• Venetian Luxury View Suite with a King Bed


• Stayed 7 nights"
683,Not recommended,"Reviewed: May 8, 2016",Pamela,Australia,8.3,15 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
684,"Huge, beautiful hotel with good restaurants and shops.","Reviewed: May 7, 2016",Anonymous,United Kingdom,7.9,10 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night"
685,"Location and facilities are nice so is the staff, very...","Reviewed: May 6, 2016",Luca,United States of America,8.3,15 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights"
686,Comfortable beds!,"Reviewed: May 4, 2016",Jonathan,Israel,8.8,9 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights"
687,"The whole hotel was designed as a big labyrinth, leading you...","Reviewed: May 4, 2016",Cheryl,United Kingdom,9.6,21 Reviews,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
688,Really cool and fun Venice replica,"Reviewed: May 3, 2016",Jennifer,United States of America,8.8,1 review,"• Leisure trip


• Couple


• Smart Plan- Venetian Luxury View Suite with a King Bed


• Stayed 1 night"
689,Great hotel for a great price!,"Reviewed: May 3, 2016",Samantha,United States of America,9.2,1 review,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights"
690,The bed was like a cloud and so comfy.,"Reviewed: May 3, 2016",Cami,Ireland,8.8,3 Reviews,"• Leisure trip


• Group


• 2 rooms


• Stayed 2 nights


• Submitted from a mobile device"
691,"Fun, short, trip!","Reviewed: May 2, 2016",Patricia,Germany,9.2,8 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights"
692,Beautiful hotel,"Reviewed: April 29, 2016",Annette,New Zealand,8.3,3 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights"
693,"For such a large Resort, the Staff were so helpful","Reviewed: April 28, 2016",Rachael,United Kingdom,6.3,2 Reviews,"• Leisure trip


• Couple


• Venetian Luxury View Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
694,Any suite you book is just not good enough...,"Reviewed: April 28, 2016",Camden,United States of America,7.9,1 review,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
