,0
720,Loved the size and cleanliness of the rooms.  Very elegant.
721,Very nice rooms comfortable bed.. definitely go back
722,"It's a nice room, comfy pillows"
723,Privacy
724,Huge spacious rooms .
725,The bed was ultra comfortable. Loved the casino floor. Games payed out! Thank you
726,Rooms
727,Loved the churro French toast
728,"Room was bigger then most hotel, view was excellent"
729,Awesome pools and hot tubs!
730,Security
731,"The room was beautiful, clean, spacious and very comfortable!!!"
732,The ambiance of the hotel is beautiful and the level of security offered at the hotel really put my mind at ease.
733,"large rooms, good location"
734,Mary and Michelle from the lounge on the 23rd floor were very nice and fun to talk with!
735,No cons! Everything in the room was amazing!!
736,Excellent place to stay
737,Free valet parking
738,That they did all my requests and first thanks for my non smoking room super great full.
739,The shops were amazing  the room everything was lovely . Friends thought I was actually in Venice
740,Always love staying at The Venetian love the large rooms and restaurants. The staff is so friendly and accommodating
741,Bed was great.
742,venice theme
743,All is amazing
744,The beds
745,"Room was spacious 
Great location"
746,It's a luxury experience with reasonable price!
747,Every
748,Location and Casino
749,Food was great. Staff was excellent. Hotel is beautiful.
750,Great restaurants right in the hotel !
751,Beautiful hotel awesome shops and restaurants
752,"I did like to grab & go,"
753,Bathroom extras.
754,"Everyone was very helpful and nice, Hotel was just out of this world!"
755,Excellent hotel! wonderful room... extremely comfortable with nice amenities
756,Service provided by the staff was excellent!
757,Amazingly large room--loved the space to stretch out.  2 bathrooms--the main one was superb.
758,We liked the spaciousness of the room and the convenience of the amenities in the hotel.
759,"Hassle-free, excellent customer service"
760,Location
761,"Amazing location, close shopping centre"
762,ROOM WAS RIGHT BY THE ELEVATOR AS REQUESTED.
763,The bed
764,Well it is on the Las Vegas strip. What more is there to add?
765,Room was spacious and nicely appointed
766,Loved the Rome look and very friendly staffs
767,Very comfortable stay and luxury room
768,"Wonderful room, good location"
769,The bed was a cloud...Amazinggg
770,Rooms
771,Great suites & comfortable beds!
772,The rooms were fantastic
773,"The room was wonderful, very soft king size bed, fabulous bathroom, and more."
774,Everything
775,Everything
776,"Great bed, super size bathtub, beautiful place to stay"
777,Beautiful hotel and comfy bed
778,Good size rooms
779,The living room area was good
780,The room & bathroom were very nice large & spacious. Staff was very friendly and accommodating.
781,Super nice rooms and gorgeous all around!
782,Location and size of the room is great
783,Everything is very sarisfactory!
784,"lot of space in the room, clean..."
785,The bed was comfy!
786,Facilities and locatuon3
787,"Beautiful decor throughout, sweet"
788,The room was spacious with a separate sitting area.
789,Valet parking was great
790,"Clean, tv in bathroom , spacious, auto curtains."
791,Just the location and the decore of th hotel
792,I like our room but if it higher will see better view
793,Great beds Nd friendly staff.
794,The bed was so comfy
795,The room was clean and comfy.
796,Nothing really
797,One of the best hotels in the world! only missing an indoor pool
798,Beautifully maintained property
799,"Valet parking was great.   Room was big,"
800,"The hotel is amazing near the strip..
But the"
801,Great package and value
802,"The staff were very engaging,   the hotel is grand !!!!"
803,Amazing interior of the hotel and location.
804,Room and staff were great
805,Huge property. Casino was very nice.
806,Great room.
807,"Room was very well layed out, great amount of room to relax."
808,Really nice public areas
809,The whole place was great!!
810,"We have no complains everything was spectacular. Nice service beautiful hotel, we will recommended to anyone with children."
811,everything was perfect
812,Great rooms
813,Room the end
814,"The environment is good, but stuff service is average level."
815,"location, comfort and great hotel"
816,The room was beautiful
817,The location was excellent and our room was spotlessly clean.
818,The food at grand lux cafe and everything from the Venetian is beautiful
819,"Excellent hotel, great location, all you may need is there.  There are options for all tastes and budgets."
820,Super guck check in & check out considering volume of travellers and size of the hotel. Exceptional service!
