,Name,Nationality,Date,Score,Topic,Tags,History reviews
519,Mallika,Australia,"Reviewed: August 10, 2016",10,Surprise Bills,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,7 Reviews
520,Kimo101,Egypt,"Reviewed: August 10, 2016",5.0,Our Family Experiance at the Venetian :(,• Leisure trip• Family with young children• Smart Plan- Venetian Bella View Suite with Two Queen Beds• Stayed 4 nights,4 Reviews
521,Gen,United States of America,"Reviewed: August 10, 2016",9.6,Beautiful rooms-soft beds- Great staff -gross pool,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights,4 Reviews
522,Jordan,United Kingdom,"Reviewed: August 9, 2016",7.9,Very good but quite expensive and not perfect.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,4 Reviews
523,Antoinette,Ireland,"Reviewed: August 9, 2016",10,The Venetian.,• Leisure trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,5 Reviews
524,Anna,Russia,"Reviewed: August 8, 2016",7.9,Geart hotel to feel the spirit of Vegas,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights,37 Reviews
525,Sherine,United States of America,"Reviewed: August 8, 2016",10,We have extended check out for one of the rooms.,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 1 night• Submitted from a mobile device,1 review
526,Patrick,United Kingdom,"Reviewed: August 8, 2016",7.9,Interesting Hotel,• Leisure trip• Family with older children• 2 rooms• Stayed 2 nights,3 Reviews
527,Anthony,United Kingdom,"Reviewed: August 8, 2016",9.2,Lives up to its name and reputation. Fantastic!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights,12 Reviews
528,Mohanid,Ireland,"Reviewed: August 8, 2016",10,Take me back to the Venetian!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights,4 Reviews
529,Sharon,United Kingdom,"Reviewed: August 8, 2016",9.2,Vegas.   You gotta experience it at least once and the Venetian is the way to go,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,15 Reviews
530,Anonymous,Australia,"Reviewed: August 8, 2016",7.9,Good but could be a lot better.,• Business trip• Group• Venetian Luxury Suite with a King Bed• Stayed 6 nights,1 review
531,Patty,United States of America,"Reviewed: August 7, 2016",10,We love stat,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 2 nights• Submitted from a mobile device,2 Reviews
532,Kevan,United Kingdom,"Reviewed: August 7, 2016",10,Fab hotel. Great customer service but would only book direct with the hotel next time!,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit• Stayed 5 nights• Submitted from a mobile device,2 Reviews
533,MCarter,United Kingdom,"Reviewed: August 7, 2016",9.6,Amazing! we want to go back ,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 1 night• Submitted from a mobile device,12 Reviews
534,Jamal,Saudi Arabia,"Reviewed: August 7, 2016",6.0,No cooperative,• Leisure trip• Family with young children• 2 rooms• Stayed 2 nights• Submitted from a mobile device,9 Reviews
535,Private,France,"Reviewed: August 7, 2016",9.6,Great Staff - beautiful rooms,• Leisure trip• Family with older children• 2 rooms• Stayed 2 nights• Submitted from a mobile device,2 Reviews
536,Ron_V,Netherlands,"Reviewed: August 6, 2016",9.2,Good experience in crazy city,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,17 Reviews
537,Anonymous,United Kingdom,"Reviewed: August 6, 2016",9.2,Family road trip,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,1 review
538,William,Italy,"Reviewed: August 5, 2016",9.6,I asked them to keep some synthetic ice I need to keep cold...,• Group• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,88 Reviews
539,Loretta,United States of America,"Reviewed: August 4, 2016",10,Love this hotel!!!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
540,Charles,United States of America,"Reviewed: August 3, 2016",10,My wife and I had the time of our lives.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
541,Adnan,Jordan,"Reviewed: August 3, 2016",8.8,Very comfortable and luxurious hotel to stay,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 5 nights• Submitted from a mobile device,1 review
542,Anonymous,China,"Reviewed: August 3, 2016",7.9,Good facility with greedy staff,• Business trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 2 nights,3 Reviews
543,Jelena,New Zealand,"Reviewed: August 3, 2016",10,Huge room with comfortable bed.,• Leisure trip• Family with older children• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,12 Reviews
544,Justin,United States of America,"Reviewed: August 2, 2016",10,Best stay in Vegas yet,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,1 review
545,Hans,United States of America,"Reviewed: August 2, 2016",7.9,Best stay in Vegas.,• Leisure trip• Family with older children• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,17 Reviews
546,Patti,United States of America,"Reviewed: August 2, 2016",8.3,"Suite was wonderful, luxurious.",• Leisure trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 2 nights,2 Reviews
547,First,United States of America,"Reviewed: August 2, 2016",7.9,The hotel was great but I would prefer free breakfast and some amenities,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 1 night,2 Reviews
548,IbnBattoutah,Qatar,"Reviewed: August 2, 2016",6.7,Spacious Suites in A Comprehensive Resort,• Leisure trip• Family with older children• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,10 Reviews
549,Azhar,United Kingdom,"Reviewed: August 2, 2016",7.9,"Great hotel, shame about check in queues",• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 1 night• Submitted from a mobile device,12 Reviews
550,King,Hong Kong,"Reviewed: August 2, 2016",10,Everything good.,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 1 night,16 Reviews
551,Paula,New Zealand,"Reviewed: August 2, 2016",10,"Excellent, worth every penny.",• Leisure trip• Family with older children• Venetian Luxury Suite with a King Bed• Stayed 12 nights• Submitted from a mobile device,4 Reviews
552,Sinead,Ireland,"Reviewed: August 2, 2016",10,"Venetian, Vegas.",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,10 Reviews
553,Michelle,United Kingdom,"Reviewed: August 1, 2016",8.8,Great location and facilities,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds (3 Adults)• Stayed 4 nights• Submitted from a mobile device,5 Reviews
554,Nice,Israel,"Reviewed: August 1, 2016",8.3,The staff was super friendly and helpful.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,6 Reviews
555,Frequent,United States of America,"Reviewed: July 31, 2016",9.6,Great location. Super clean. A bit smokey in the casino.,• Business trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 5 nights,1 review
556,Jo,Belgium,"Reviewed: July 31, 2016",8.8,luxury hotel,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit• Stayed 3 nights• Submitted from a mobile device,7 Reviews
557,Anonymous,Hong Kong,"Reviewed: July 31, 2016",6.7,5 star hotel with 3 star service,• Leisure trip• Family with young children• Venetian Luxury View Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,25 Reviews
558,Matthew,United Kingdom,"Reviewed: July 31, 2016",9.6,Perfect for a couple,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights,1 review
559,Steve,United Kingdom,"Reviewed: July 31, 2016",9.6,"Fantastic and luxurious hotel,well worth the extra money!",• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds (3 Adults)• Stayed 3 nights• Submitted from a mobile device,6 Reviews
560,Neal,United Kingdom,"Reviewed: July 31, 2016",8.8,"Stay in Venetian , save your feet",• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 6 nights• Submitted from a mobile device,1 review
561,Monkeylover,United States of America,"Reviewed: July 30, 2016",9.6,"Beautiful resort hotel, worth the money.",• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,2 Reviews
562,Aviram,Israel,"Reviewed: July 30, 2016",10,Short but very sweet!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 4 nights• Submitted from a mobile device,6 Reviews
563,Clarissa,United States of America,"Reviewed: July 29, 2016",9.6,Loved this place over all and can't wait till my next stay at this beautiful hotel:),• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
564,Anonymous,United Kingdom,"Reviewed: July 29, 2016",10,Lovely place,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,16 Reviews
565,Jon,United States of America,"Reviewed: July 28, 2016",7.5,Son's 21st birthday,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,2 Reviews
566,Anonymous,United Kingdom,"Reviewed: July 28, 2016",9.2,Great stay,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 2 nights• Submitted from a mobile device,6 Reviews
567,Susan,Australia,"Reviewed: July 28, 2016",10,Spoil yourself once in a life time !!,• Business trip• Couple• Venetian Bella Suite with Two Queen Beds• Stayed 7 nights• Submitted from a mobile device,1 review
568,Ian_Aus,Australia,"Reviewed: July 27, 2016",10,Living in style on the strip,• Leisure trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 1 night,7 Reviews
569,Carmen,United States of America,"Reviewed: July 27, 2016",10,Our stay was pleasant due to the accessibility of restaurants and shops,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
570,Anonymous,United States of America,"Reviewed: July 26, 2016",7.5,Interesting,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,7 Reviews
571,Scott,United Kingdom,"Reviewed: July 26, 2016",9.2,The rooms are really large and comfortable,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,16 Reviews
572,Joshua,United States of America,"Reviewed: July 26, 2016",10,Great place to stay on the strip,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights,14 Reviews
573,Max,Panama,"Reviewed: July 26, 2016",9.2,Great Vegas experience complemented by a great hotel.,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,2 Reviews
574,Alon,Israel,"Reviewed: July 26, 2016",7.9,GREAT CENTRAL  LOCATION CLOSE TO  SHOPPING CENTERS AND CITY...,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 5 nights,12 Reviews
575,Elizabeth,Australia,"Reviewed: July 24, 2016",9.6,We were upgraded to a suite with a view which was stunning.,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,15 Reviews
576,AHMAD ALDAHAM,Saudi Arabia,"Reviewed: July 24, 2016",9.6,"Everything 
",• Leisure trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,22 Reviews
577,Katherine,United Kingdom,"Reviewed: July 21, 2016",10,Long Weekend in Vegas,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights,5 Reviews
578,Sj,United Kingdom,"Reviewed: July 20, 2016",9.6,Stunning Venetian!,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 1 night• Submitted from a mobile device,2 Reviews
579,Chun,United States of America,"Reviewed: July 20, 2016",6.7,"Too crowded, Venetian should get more staff",• Leisure trip• Family with older children• 2 rooms• Stayed 1 night• Submitted from a mobile device,1 review
580,pinaneil,Australia,"Reviewed: July 20, 2016",10,"The Venetian Resort-Hotel-Casino must stay ""Great Experience""",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,1 review
581,Debbie,Australia,"Reviewed: July 20, 2016",6.7,Unhygienic pools,• Leisure trip• Couple• Smart Plan- Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,5 Reviews
