,Overall_review,date,name,nationality,rating,review_times,tag
446,Best place to stay in Vegas,"Reviewed: October 6, 2016",Stephen,Ireland,10,33 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
447,Over-prices and under performing. Will never go back,"Reviewed: October 5, 2016",Konstantinos,Greece,5.4,17 Reviews,"• Business trip


• Solo traveler


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 6 nights"
448,Disappointed,"Reviewed: October 5, 2016",Christine,Australia,9.6,15 Reviews,"• Leisure trip


• Couple


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
449,"A few things to improve, but highly recommended!","Reviewed: October 4, 2016",Eris,Canada,7.9,1 review,"• Business trip


• Solo traveler


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 5 nights"
450,PERFECT,"Reviewed: October 3, 2016",Tomasz,Poland,10,3 Reviews,"• Leisure trip


• Family with young children


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 1 night"
451,Welcome To Caesars!,"Reviewed: October 2, 2016",American,United States of America,7.5,3 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
452,Fab hotel and facilities - but unaware until arrival of dissapointing 'breakfast' anomally,"Reviewed: October 1, 2016",Dee,United Kingdom,9.2,19 Reviews,"• Leisure trip


• Group


• 2 rooms


• Stayed 3 nights"
453,Stayed here to see Celine,"Reviewed: September 30, 2016",Allene,United States of America,7.1,1 review,"• Leisure trip


• Family with young children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
454,We had a wonderful relaxing time.,"Reviewed: September 29, 2016",George,United States of America,10,3 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
455,"Location, facilities, staff were friendly and willing to help","Reviewed: September 29, 2016",Anonymous,Australia,9.2,2 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 2 nights"
456,Overall a good stay - would return,"Reviewed: September 28, 2016",Biglob,United Kingdom,9.2,4 Reviews,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights"
457,AS THIS WAS A SUPRISE FOR MY 40TH BIRTHDAY HAD A GREAT TIME,"Reviewed: September 28, 2016",James,United Kingdom,8.3,4 Reviews,"• Leisure trip


• Couple


• Augustus Premium Room, King, Non-Smoking


• Stayed 1 night"
458,enjoyed our stay,"Reviewed: September 28, 2016",Robert,United Kingdom,9.2,6 Reviews,"• Family with older children


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 5 nights"
459,Room too far away from lobby.,"Reviewed: September 28, 2016",Roberto,United States of America,5.0,1 review,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
460,"I would not only gladly stay there again, but I would also reccomend this to my friends and family","Reviewed: September 27, 2016",Javier,United States of America,10,1 review,"• Leisure trip


• Couple


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 5 nights"
461,Royal accommodations.,"Reviewed: September 27, 2016",Alexander,United States of America,10,5 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
462,Not worth a second visit,"Reviewed: September 26, 2016",Annette,United Kingdom,6.7,6 Reviews,"• Leisure trip


• Group


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 14 nights


• Submitted from a mobile device"
463,Caesar's was a treat.,"Reviewed: September 25, 2016",Pamela,United States of America,10,1 review,"• Leisure trip


• Couple


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
464,Amazing luxury hotel with amazing location,"Reviewed: September 25, 2016",Ravinder,United Kingdom,10,2 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
465,"Brilliant hotel, in a great location. Would definitely recommend :-)","Reviewed: September 25, 2016",Shruti,United Kingdom,10,1 review,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
466,Extremely confortable beds,"Reviewed: September 24, 2016",May,Egypt,6.7,7 Reviews,"• Leisure trip


• Couple


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
467,Classy room BUT be aware of the ridiculous hidden costs.,"Reviewed: September 24, 2016",Kenneth,United Kingdom,8.8,13 Reviews,"• Leisure trip


• Family with older children


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
468,A must stay!,"Reviewed: September 23, 2016",Amber,United States of America,9.6,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
469,Mediocre hotel.. Can do better on the strip,"Reviewed: September 22, 2016",Melissa,United States of America,5.8,1 review,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
470,We were thrilled with our room and what made our stay better...,"Reviewed: September 22, 2016",Annemarie,United States of America,10,3 Reviews,"• Leisure trip


• Couple


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
471,Not worth the premium price.,"Reviewed: September 22, 2016",Lazyj,United States of America,5.4,1 review,"• Business trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
472,Overall an excellent hotel really friendly helpful staff facilities very good.,"Reviewed: September 21, 2016",Ste,United Kingdom,10,2 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
473,Not the best,"Reviewed: September 21, 2016",Teresa,Canada,4.6,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights"
474,My stay was awsome because i was aware of what i was paying for and it was all due to Gemma.,"Reviewed: September 20, 2016",Juan,United States of America,10,5 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
475,Stayed 3 nights in September,"Reviewed: September 19, 2016",Theodorus,Australia,8.3,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
476,Great location with a newly renovated room!,"Reviewed: September 18, 2016",Jody,Canada,8.8,1 review,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
477,Indifferent Staff,"Reviewed: September 18, 2016",Anna Bacelar,Brazil,5.8,2 Reviews,"• Leisure trip


• Family with older children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 7 nights"
478,Over priced very impersonal service,"Reviewed: September 17, 2016",Dean,United Kingdom,5.0,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
479,Swimming Pool,"Reviewed: September 17, 2016",Maximo,Brazil,6.3,1 review,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
480,"Didn't like the check in process, took to long and even...","Reviewed: September 16, 2016",Kamil,Canada,7.5,3 Reviews,"• Leisure trip


• Couple


• Augustus Premium Room, 1 King, Smoking


• Stayed 2 nights"
481,"Amazing location, bad reception staff","Reviewed: September 16, 2016",Hannah,Australia,6.7,2 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
482,Good,"Reviewed: September 15, 2016",Ann,Ireland,8.3,5 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
483,Great but room for improvement,"Reviewed: September 15, 2016",Angus,Canada,8.3,1 review,"• Leisure trip


• Couple


• Augustus Premium Room, King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
484,Great,"Reviewed: September 15, 2016",Cleopatra,United States of America,7.5,5 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
485,Nice but a lot of niggly issues,"Reviewed: September 15, 2016",Wayne,United Kingdom,7.9,5 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
486,RUDE STAFF!!!,"Reviewed: September 12, 2016",Hayden,Australia,2.5,1 review,"• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
487,Don't waste your money,"Reviewed: September 12, 2016",Kathryn,Australia,5.0,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
488,Great hotel and location.,"Reviewed: September 12, 2016",Angela,Australia,8.3,11 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
489,Good enough!,"Reviewed: September 11, 2016",Andy,United Kingdom,8.3,7 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
490,Exciting times!,"Reviewed: September 11, 2016",Liang,United States of America,7.5,4 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
491,Great hotel in the heart of Vegas,"Reviewed: September 10, 2016",Andrea,United Kingdom,8.3,37 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
492,Caesars.......live the life!,"Reviewed: September 9, 2016",Carlos,Portugal,8.8,5 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 2 nights"
493,Bien mais c'était mieux avant.,"Reviewed: September 9, 2016",Robert,Belgium,6.7,4 Reviews,"• Leisure trip


• Solo traveler


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 7 nights"
494,"Great value for money room / hotel, expensive add ons","Reviewed: September 9, 2016",Andy Renn,United Kingdom,7.9,11 Reviews,"• Leisure trip


• Couple


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 3 nights"
495,Not good value for money,"Reviewed: September 8, 2016",Anonymous,United Kingdom,7.1,13 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
496,Not 5 star,"Reviewed: September 8, 2016",Yianoula,Australia,7.5,6 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
497,As expected. Depressing.,"Reviewed: September 7, 2016",Martyn,United Kingdom,5.0,5 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
498,The new automated checkin - there were some glitches but it...,"Reviewed: September 7, 2016",Maven,United States of America,7.5,2 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
499,"Long walk to the Palace tower, and hard to find your way.","Reviewed: September 7, 2016",Brad,United States of America,7.1,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 2 nights"
500,Disappointed,"Reviewed: September 6, 2016",Robert,United States of America,7.5,5 Reviews,"• Leisure trip


• Couple


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
501,Had a wonderful large room with jacuzzi and shower.,"Reviewed: September 5, 2016",Marc,Luxembourg,8.3,10 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
502,Hotel itself was magnificent,"Reviewed: September 5, 2016",Nikita,United Kingdom,7.5,2 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
503,Location was good.,"Reviewed: September 5, 2016",Anonymous,United Kingdom,8.8,1 review,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
504,The Italian shower.,"Reviewed: September 4, 2016",Sandrine,France,9.2,7 Reviews,"• Leisure trip


• Travelers with friends


• 2 rooms


• Stayed 2 nights


• Submitted from a mobile device"
505,It's Ceasar's Palace - enough said!,"Reviewed: September 4, 2016",Sue,United Kingdom,9.2,8 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
506,Be weiry of Upgrade!!,"Reviewed: September 4, 2016",Helen,New Zealand,8.3,3 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
507,To Vegas or not to vegas,"Reviewed: September 4, 2016",Anonymous,United Kingdom,8.3,3 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
508,Wonderful stay in this hotel !,"Reviewed: September 4, 2016",Marie,France,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
