,0
1492,Smoking was allowed in the casino and tables!
1493,"Very expensive,charged extra 45 per night for view which was poor and another 35 per night for amenities such as with fi which again was very poor"
1494,Hard to find our way around the hotel at times due to sheer size
1495,"I didnt like that the windows are not open-able which makes a very funny smell in the rooms and on the corridors. Its a huge building with no access to fresh air, except the ventilation and re-circulation of the air. In some rooms you can feel a strong smell of humidity and mold.
In the building everywhere it is very very cold.
The ventilation system from the room is either very cold or hot and dry, which makes uncomfortable staying and sleeping in the room.
Although in the bath there is tube and shower, none of them have a flexible long hose for the shower. The shower cabin has fix shower nozzle very uncomfortable to wash on lower parts of the body and always have to wear a cap not to wet your hair. 
3 days in row we didnt have enough towels in the bath and we had to ask every time. The same for sleepers.
This is a mass hotel (more than 3000 rooms)and definitely the services (including room supply and cleaning) cannot be at 5 star hotel level.
The hotel can be visited at any level rooms, pool, restaurants, casinos, shops, by anybody at any moment so it is not need to stay in this hotel and pay the high."
1496,"The uncourtious staff, the understaffed hotel (it took 20 minutes for front desk to pick a call), basics like tea, coffee, access to pool, steam and sauna were available to hotel guests at a steep additional cost. Nobody cared to do anything for a complaint against housekeeping and the thermometer I asked for after falling sick costed me 31 USD."
1497,"I didn't like that you couldn't use the refrigerator. It is packed with minibar stuff, which are connected to sensors that once you move the items, you are charged automatically."
1498,Ringing our door bell at 8:52 AM on day of check out to ask me when I want my room cleaned! The first rule of the hospitality business is to make your guests feel welcome. Read that again.
1499,The room and hallway still smell of smoke which requested non smoking. The walls were thin to hear other guestd. Ice bucket too small. Parking and valet confusing to go which hotel. Pools were cold never warmed up.
1500,"Pool was not that impressive especially Tao beach. Went through a lot of security scrutiny for a whole lot of nothing on the other side. Crowded, no seats and small jacuzzi size pool. Expected a lot better."
1501,"Staff at check in not very helpful and even when we checked out they did not even ask of everything was ok with our stay. 
They were more interested taking the charges for the room."
1502,No coffee service in the rooms.  Long walk to exit the hotel.  Mini bar charges for picking up the items and no sign letting you know.
1503,Tried charging wrong mini bar consumptions. Beware of putting your stuff in the mini firdge since the system automatically understands you had something from the mini bar.
1504,"We were very disappointed with the service at Bouchon. It was my wife's birthday I made reservations well in advance, and we were not spoken to for 20-25 minutes. We ended up walking out."
1505,It's a little hard to navigate as it is so large.
1506,"...chewed/dried chewing gum stuck onto one of the painting on the bathroom wall is unacceptable...
One of the front desk staff at the spa was not helpful"
1507,Accidently selected a movie and came straight out of it but was still billed $18.99 which I thought was a bit unfair but apart from that no other issues.
1508,For a 5 star hotel the wifi wasn't great at all.could do with a boost.
1509,The wifi sucks from the rooms and don't pick up anything from the minibar (otherwise you'll get charged) we disputed this and they took it off the bill
1510,"Not sure how much tips is acceptable for cleaning the room. One of our rooms even was remained same and only move the tips we left. Totally lost and upset...
But the hotel is quite good. And Casino too...
Room is the exactlly same as what is shown on the pics!"
1511,"There was a ball of hair on the new towels that were given to me, they're controller and alarm clock were broken and I had to ask for another one, they take too long to tend to your request, and last but not the least they over charged me by almost 300$!!!"
1512,"the carpets were dirty - not enough towels - someone left their clothes in some of the drawers - there was a cigarette left by one of the cleaning ladies (I guess she forgot it in the bathroom) - I had to call to get a plunger because the toilette was clogged - One of the TVs had pretty much NO HD channels. Tough to believe these days especially in one of THESE hotels - When I checked in, the lady who was taking care of me offered me another room (double the size she said). I asked how much more? She said, ""Three hundred more dollars per night but I can get it for you at half the price"". I don't find this very professional. Naturally, I declined. - Difficult to find someone to help when you get lost in the maze, but that's more on me than on you. i guess the signs are not as good as they should, but again, this one is on me"
1513,"The bathroom, although big and beautiful had a problem with the hot water. The only way to get hot water in the shower was to let hot water run from the sink as well. Also, after having a bath, I emptied the bathtub to realise that the water from my bath was coming up through the shower's floor and bringing with it all the dirt stuck in the pipes (lots of very black dirt). This hotel has a plumbing problems that need to be solved. They did however reimburse us the hotel fee for the inconvenience."
1514,"We ate in Lavo restaurant which was very over priced. The music was so loud I couldnt hear the person on the otherside of the table. We ordered four dishes, all of which came with the same sauce. For over $120 per person we expected better. Service was fine however."
1515,"Don't touch the mini bar even if you touch you are charged, it is not important to consume everything works on weight sensors you touch the weight shifts and you are charged."
1516,No Comment.. That says it all.
1517,It would be nice if the hotel supplied a map when you check in so you can find the restaurants and Venice replicas.
1518,"Trashy people would leave their nasty party detritus (takeout, boxes of beer bottles, Etc) outside their rooms and it would sit there overnight or longer.  I was in 18 322, so that wing.
One night some party people appeared to be having an argument and I had to listen to some woman screeching for an hour. I called down but was put on hold after someone said they would transfer me to security. So I got impatient and hung up and just put a pillow over my head.
Could Las Vegas be any more ridiculous with the smoking indoors? Like come on you guys. It's 2016. I was in a non-smoking room and my floor smelled like smoke 100% of the time. You cannot escape the cigarettes. Except maybe in the convention center and the nicer areas of the fake Italy area. Being inside for a week for a conference with that smell was horrible, especially with a cold. And I smoked for 10 years."
