,neg_review
1309,Didn't get a map of the property at check in
1310,Not enough hours in the day to fit it all in
1311,Room smelled like marijuana no towels staff rude and I want my money back
1312,Nothing
1313,A lot of noisy people in hotel.
1314,It took us so long time to walk from room to parking building.
1315,Had to pay a charge for electric kettle.
1316,N/A
1317,Nothing.
1318,The room service for Breakfast was  a rip off. US$55 for a pot of tea and a eggs benedict. Really!
1319,need a keurig coffee machine
1320,Nothing
1321,reception and staff.
1322,Leaving
1323,Nothing
1324,cost of wine in italian restaurant was outrageously expensive and not very good quality
1325,Some basic amenities like slippers and dental kit were missing.
1326,The fridge didn't have any room to put your food or water.
1327,Hard bed
1328,Need an outstanding buffet restaurant like Wynn/Encore Hotel..
1329,No umbrellas whatsoever by the pool.
1330,On TV checkout was broken.
1331,Staff continued to knock your door from 10 to 11am.
1332,It is too expensive for some or lots of people.
1333,No coffee in room.Having to go through smokey areas.
1334,Nothing
1335,Some services were a little overpriced but this is not uncommon for every hotel in Las Vegas
1336,"Not enough umbrellas for shade by the pool, so roasting hot...loud 'bumpy' music constantly so not relaxing."
1337,price was pretty expensive
1338,Nothing
1339,Internet was woeful. Actually it didn't work but we managed to get that fee waived which shouldn't be a fee anyway.
1340,Too much smoking and over priced restaurants
1341,The service is poor. The staffs are not nice at all. Everything needs money.
1342,The place to crowded
1343,extra costs for normal features like internet
1344,Its too much of a walk to the room.
1345,No jug in room.
1346,hotel is too huge and can get lost easily.
1347,Would have like a coffee maker in the room.
1348,"Didn't like the Italian restaurant, over priced and food was not great"
1349,Room Back view.
1350,Corners of the bathroom accumulated dirt... Just needed a thorough scrubbing.
1351,"The price. 
The room is expensive. The food is expensive. A bud light in bottle at the pool costs 7$."
1352,Nothing.
1353,Great place lots of action
1354,Wifi poor in room
1355,Prices could be better
1356,Smell of bed sheets
1357,Couldn't fault it
1358,Check charges on checkout.
1359,"The view from the windows was ok, but would have been better on the other side overlooking the Strip."
1360,Nothing
1361,Nothing
1362,All good
1363,All good
1364,More choice of food outlets for breakfast
1365,Our room was very comfortable.
1366,Wish there was a kettle in the rooms
1367,There were no available rooms in the reserved category.
1368,Wi-Fi Does't work
1369,No free stuff in the suite. You pay for everything.
1370,Cigarettes being allowed on the casino floor
1371,pricey compared to others
1372,No coffee machine or coffee supply in room.No restaurant for breakfast at least
1373,A little noisy
1374,The water at the pool was dirty
1375,It's pricy but you do get what you pay for
1376,Tao should be free for hotel guests after 2 pm
1377,In room coffee option would be nice.
1378,pools
1379,"The price was a bit high, at the weekend. If you can choose, don't stay at the weekend."
1380,No negative feedback
1381,Net not working. Services very slow
1382,"We paied for a larger room, but room should be the same we have booked"
1383,"Amenities like toothbrush toothpaste was lacking
No complimentary water"
1384,The hotel is too big... so the service and cleanliness should be taken care of....
1385,Leaving!
1386,Wifi does not work well and quite disappointing for a 5 star resort.
1387,Too big. Easy to get lost.
1388,nothing to add here
1389,Nothing that i can recall
1390,Bathroom smelled
1391,Got lost trying to get to room other than that it was great
1392,No coffeemakers in room
1393,nothing
1394,"No kettle in room, no umbrellas poolside and there should be no smoking in the casinos."
1395,Climatisation
1396,"Signs to guest elevators , needs some shade around the pools"
1397,"House Keeping is too early in the morning, and kind of disturbing the sleep."
1398,Nothing
1399,none
1400,Not easy to find the way to the parking area.
1401,Had to ask several times for sufficient towels
1402,Everything was fabulous
1403,Breakfast would have been nice to be included in the price of the room.
1404,One restaurant bill was added to invoice I never went to.
1405,all good
1406,Pool was crowded but fun.
1407,Microwave would have been very nice for warming up leftovers...
1408,No coffee pot no fridge and the bath tub was small
1409,N/a
1410,Resort fee that is additional to the room which covers things like wifi.
1411,Nothing particular
1412,"No tea coffee makers in the room, and to pay extra for the kettle"
1413,Rather pricey. Food portions way too big.
1414,The high price of food
1415,Luxury safety won in the casino the pool area is beautiful the bed   was super comfortable.
1416,"no refrigerator in the room for personal items, just one which was full with mini bar items."
1417,There is nothing not to like
1418,The room is not as fancy as they show here. Service is horrible. No one answer my phone!!
1419,No refrigerator in the room
1420,Nothing
1421,Switches were not near the bed. No space in the fridge for your own stuff. Few amenities
1422,Nothing
1423,No facility for making coffee/tea in room
1424,Staff in Resturants unhelpful
1425,Nothing
1426,Need to pay resort fee although you are not using anything
1427,Bodylotion were missing. 230 Volt Adapter missing.
1428,Casino
1429,No coffee maker in room.  😥Smart plan not worth it!  Wifi in room was poor and slow.
1430,The room we were allocated however had no view.
1431,During check-in ..  Clerk pushedupgrading to a room with a strip view..
1432,"Billing was to be changed to the credit card provided upon arrival, but it was not."
1433,A terrible smell was coming out of our bathroom sink from the sewer.
1434,A little pricey on food and drinks
1435,Location of lobby to rooms.
1436,Breakfast choices in hotel all a bit pricy.
1437,None
1438,Nothing
1439,Wish we'd stayed longer to enjoy everything.
1440,Nothing at all
1441,Very busy check-in
1442,No reply from management when I sent email asking to record my frequent guest number
1443,blackjack only pays 6:5 now
1444,"Management was rude, did not have the room I asked for"
1445,Nothing
1446,"Too loud, too bright and noisy and no good loungy type bars."
1447,One thing I don't undersatnd - why can't they press a suit properly?! They crushed ALL the buttons in my suit
1448,The house keeping is very bad. Three is no concern
1449,Nothing
1450,need more signs  too easy to get lost in retail area
1451,Shuttle should accommodate all guest
1452,Long walk to rooms.
1453,Just the smell of smoke from the casino.
1454,It took a long time to go anywhere in the hotel.
1455,room service was extremely slow
1456,No coffee in the rooms
1457,Fewer intixicated smoking people texting
