,Name,Nationality,Date,Score,Topic,Tags,History reviews,
852,Anne,Australia,"Reviewed: November 5, 2017",7.5,It's a pod spot and nice experience in Vegas.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",4 Reviews,
853,Christine,Indonesia,"Reviewed: November 5, 2017",7.9,Location,"??Leisure trip??Group??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",11 Reviews,
854,Sarah,New Zealand,"Reviewed: November 4, 2017",9.6,The location was perfect!,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 1 night??Submitted from a mobile device",3 Reviews,
855,Lisa,United States of America,"Reviewed: November 2, 2017",10,Awesome,"??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,
856,Anthony,United Kingdom,"Reviewed: November 1, 2017",8.8,A pleasurable stay,"??Couple??Palace Premium Room, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",5 Reviews,
857,Anonymous,United States of America,"Reviewed: October 30, 2017",7.1,All extras were highly overpriced.,"??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 3 nights",3 Reviews,
858,New,United States of America,"Reviewed: October 30, 2017",10,Winderfull,"??Leisure trip??Couple??Forum Classic Suite, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,
859,Fred,United Kingdom,"Reviewed: October 30, 2017",9.2,The check in desk was incredibly busy (long wait) and the...,"??Leisure trip??Couple??Augustus Premium Room, King, Non-Smoking??Stayed 1 night??Submitted from a mobile device",2 Reviews,
860,Irma,United States of America,"Reviewed: October 28, 2017",10,happy to get a free suite,"??Leisure trip??Family with young children??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,
861,Anonymous,United States of America,"Reviewed: October 27, 2017",5,"Very Grand, central","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",1 review,
862,Anonymous,United States of America,"Reviewed: October 26, 2017",5.8,It is really a beautiful place but they have no good...,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,
863,Anonymous,Mexico,"Reviewed: October 25, 2017",7.1,"Good, but with a Few details","??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",2 Reviews,
864,David,Malta,"Reviewed: October 24, 2017",8.8,Location ,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",19 Reviews,
865,Andrewcary11,United States of America,"Reviewed: October 24, 2017",10,Perfect!!,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",46 Reviews,
866,Anonymous,United States of America,"Reviewed: October 23, 2017",4.6,"OK, but probably won't stay there again, a bit too spendy for an older property.","??Leisure trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",4 Reviews,
867,Anonymous,United States of America,"Reviewed: October 22, 2017",9.2,Long walk to get anywhere on the property from my room...,"??Business trip??Solo traveler??Palace Premium Studio Suite, 1 King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,
868,Ali,Lebanon,"Reviewed: October 22, 2017",10,It was an amazing experience,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",2 Reviews,
869,Eduardo,Brazil,"Reviewed: October 21, 2017",8.8,The localization and the confortabilit,"??Leisure trip??Couple??Augustus Premium Room, 1 King, Smoking??Stayed 4 nights??Submitted from a mobile device",15 Reviews,
870,Finbarr,Ireland,"Reviewed: October 20, 2017",8.8,Very expensive taxes charges etc but the staff were excellent,"??Leisure trip??Couple??Augustus Premium Room, 1 King, Smoking??Stayed 5 nights??Submitted from a mobile device",2 Reviews,
871,Ross,United Kingdom,"Reviewed: October 20, 2017",10,Caesars is the place to stay!,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",1 review,
872,David,United Kingdom,"Reviewed: October 20, 2017",9.6,The location the room size and the hotel in general had a...,"??Leisure trip??Group??Palace Premium Studio Suite, 2 Queens, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",1 review,
873,Marilyn,United States of America,"Reviewed: October 20, 2017",9.6,Someone was always knocking on my door to check the mini bar...,"??Leisure trip??Solo traveler??Octavius Premium Room, 1 King, Non-Smoking??Stayed 3 nights",3 Reviews,
874,Stefan,Poland,"Reviewed: October 19, 2017",10,Perfect,??Leisure trip??Group??2 rooms??Stayed 1 night??Submitted from a mobile device,51 Reviews,
875,Anonymous,India,"Reviewed: October 18, 2017",10,Stay was good,"??Business trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",3 Reviews,
876,Christabelle,Ireland,"Reviewed: October 18, 2017",10,We had a fantastic few days in this hotel. I would also highly recommend,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",1 review,
877,Anonymous,United States of America,"Reviewed: October 17, 2017",7.5,Great hotel but figure out a way to eliminate the vomit smell from the first floor hallways.,"??Leisure trip??Group??Palace Premium Studio Suite, 2 Queens, Non-Smoking??Stayed 2 nights",1 review,
878,George,United Kingdom,"Reviewed: October 16, 2017",10,"Amazing Resort.
","??Leisure trip??Travelers with friends??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 5 nights??Submitted from a mobile device",4 Reviews,
879,Anonymous,Australia,"Reviewed: October 16, 2017",10,Excellent property & value for money.,"??Leisure trip??Family with young children??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 3 nights",3 Reviews,
880,Uri,Israel,"Reviewed: October 15, 2017",9.6,excellent,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 2 nights",12 Reviews,
881,Anonymous,United States of America,"Reviewed: October 13, 2017",7.1,Nice gym and spa,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 5 nights",1 review,
882,Kenneth,Australia,"Reviewed: October 12, 2017",7.1,Beautiful hotel but expect to pay top dollar for everything- US$30 for a pi?a colada? ??????,"??Leisure trip??Group??Forum Classic, 1 King Bed, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",15 Reviews,
883,Anonymous,Romania,"Reviewed: October 11, 2017",9.6,"on the night of 1th october 2017, after the shooting at...","??Leisure trip??Couple??Augustus Strip View, 1 King, Non-Smoking??Stayed 3 nights",85 Reviews,
884,Junior,Australia,"Reviewed: October 11, 2017",9.2,The pool closed way too early at 6pm.,"??Leisure trip??Family with young children??Augustus Strip View, 2 Queens, Non-Smoking??Stayed 1 night",3 Reviews,
885,Anonymous,United States of America,"Reviewed: October 11, 2017",9.6,It was elegant and comfortable ,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,
886,Anonymous,New Zealand,"Reviewed: October 10, 2017",4.2,Disappointing,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",6 Reviews,
887,Anonymous,United States of America,"Reviewed: October 10, 2017",10,AAs soon s soon as we got home we were ready to go back.,"??Leisure trip??Couple??Augustus Premium Room, King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",1 review,
888,Salay,United States of America,"Reviewed: October 10, 2017",10,I loved everything about the property i went for my birthday...,"??Group??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 1 night??Submitted from a mobile device",2 Reviews,
889,Anonymous,United States of America,"Reviewed: October 9, 2017",9.2,Pool area didn't have enough non rental chairs ??,"??Leisure trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",1 review,
890,Hawaii,Australia,"Reviewed: October 9, 2017",7.1,Good,"??Leisure trip??Group??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",1 review,
891,Tracey,United Kingdom,"Reviewed: October 8, 2017",7.5,Check in was very slow,"??Business trip??Solo traveler??Octavius Premium Room, 1 King, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",2 Reviews,
892,Katie,United Kingdom,"Reviewed: October 6, 2017",9.6,Excellent,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 5 nights??Submitted from a mobile device",3 Reviews,
893,Beverly,United States of America,"Reviewed: October 5, 2017",9.2,Paying for wi fi,"??Business trip??Couple??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 4 nights",1 review,
894,Anonymous,United States of America,"Reviewed: October 5, 2017",9.6,Bed was comfy and the pool area was so relaxing,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights",1 review,
895,Jackie,Australia,"Reviewed: October 4, 2017",7.5,Brilliant!,"??Leisure trip??Group??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",6 Reviews,
896,Robert,United States of America,"Reviewed: October 3, 2017",10,"Had a great time, great location.  Nice poker and sports book rooms.","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",14 Reviews,
897,Lisania,United States of America,"Reviewed: October 3, 2017",10,The best stay ever!,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",3 Reviews,
898,Samson,United States of America,"Reviewed: October 2, 2017",10,thank you,"??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,
899,Halina,United States of America,"Reviewed: October 2, 2017",10,Great,"??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,
900,Tim,Australia,"Reviewed: September 30, 2017",8.3,great stay with the location very handy.,"??Leisure trip??Group??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights",6 Reviews,
901,Martha,United States of America,"Reviewed: September 29, 2017",6.3,Location,"??Business trip??Travelers with friends??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 1 night??Submitted from a mobile device",2 Reviews,
902,Anonymous,United States of America,"Reviewed: September 28, 2017",10,There were several great restaurants inside.,"??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",1 review,
903,Anonymous,Canada,"Reviewed: September 28, 2017",8.3,"Location, view, restaurant, shopping","??Leisure trip??Couple??Augustus Strip View, 1 King, Non-Smoking??Stayed 3 nights",6 Reviews,
904,Sarah,United Kingdom,"Reviewed: September 27, 2017",8.3,Ridiculous charges of coffee in room,"??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",2 Reviews,
905,Anonymous,Canada,"Reviewed: September 25, 2017",9.6,Iconic,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",14 Reviews,
906,Nalah,United States of America,"Reviewed: September 24, 2017",8.3,Wonderful,"??Leisure trip??Group??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",3 Reviews,
907,Gloria,United States of America,"Reviewed: September 23, 2017",10,Wonderful.,"??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",4 Reviews,
908,Faisal,Saudi Arabia,"Reviewed: September 22, 2017",9.2,Time of check-out,"??Leisure trip??Solo traveler??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",22 Reviews,
909,Luke,United Kingdom,"Reviewed: September 22, 2017",10,Amazing stay for our wedding anniversary and 30th Birthday.,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",1 review,
910,Paul,United Kingdom,"Reviewed: September 22, 2017",10,Brilliant!!,"??Leisure trip??Group??Augustus Premium Room, 2 Queens, Smoking??Stayed 4 nights??Submitted from a mobile device",18 Reviews,
911,Dance,Canada,"Reviewed: September 22, 2017",8.3,Great location.,"??Leisure trip??Family with young children??Palace Premium Studio Suite, 2 Queens, Non-Smoking??Stayed 3 nights",2 Reviews,
912,Kerrod Standring,Australia,"Reviewed: September 22, 2017",8.8,"It was clean and tidy, service was pretty good.","??Leisure trip??Family with young children??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",24 Reviews,
913,Roberto,United States of America,"Reviewed: September 21, 2017",10,"Only reason for our stay was Enrique iglesias,  please invite him more often","??Solo traveler??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",1 review,
914,Anonymous,Canada,"Reviewed: September 20, 2017",6.7,Overall very nice but expensive.,"??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 3 nights",1 review,
915,Seyed,United States of America,"Reviewed: September 18, 2017",5.8,Good,"??Leisure trip??Group??Forum Classic, 1 King Bed, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",1 review,
916,Juan,United States of America,"Reviewed: September 18, 2017",10,"Fun, beautiful and the upgrade to a suite was awesome!!!","??Leisure trip??Family with young children??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",13 Reviews,
917,Thomas,United States of America,"Reviewed: September 18, 2017",4.6,A charge for everything,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,
918,Marat,Kazakhstan,"Reviewed: September 18, 2017",10,One of the best stay in my life,"??Leisure trip??Group??Palace Premium Room, 2 Queen Beds, Non-Smoking??Stayed 1 night??Submitted from a mobile device",5 Reviews,
919,Peter,United States of America,"Reviewed: September 18, 2017",7.9,Went to Vegas to avoid hurricaine Irma in Florida.,"??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 7 nights??Submitted from a mobile device",1 review,
920,Lisa,United Kingdom,"Reviewed: September 18, 2017",9.2,everything fantastic,"??Leisure trip??Couple??Palace Premium Room, 1 King Bed, Non-Smoking??Stayed 4 nights",7 Reviews,
921,Brett,Australia,"Reviewed: September 18, 2017",8.8,Was there for 3 days the room was great the staff were also great,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",1 review,
922,John,United Kingdom,"Reviewed: September 15, 2017",10,"Central location easy access to the strip, excellent venue...","??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",8 Reviews,
923,Oscar,United States of America,"Reviewed: September 14, 2017",7.5,Wonderful,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,
924,strakov,Israel,"Reviewed: September 11, 2017",7.9,Weekend escape,"??Leisure trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",2 Reviews,
925,Keith,United Arab Emirates,"Reviewed: September 11, 2017",7.9,Great hotel for an adult holiday,"??Leisure trip??Family with young children??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",10 Reviews,
