,Name,Nationality,Date,Score,Topic,Tags,History reviews,latitude,longitude
585,Anonymous,Ireland,"Reviewed: August 3, 2016",6.3,"The queue at reception was far too long, our room key...","??Leisure trip??Group??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 5 nights",1 review,53.41291,-8.243889999999999
586,James,United States of America,"Reviewed: August 3, 2016",8.8,Great experience with a first class team in Security.,"??Leisure trip??Family with young children??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 3 nights",1 review,37.09024,-95.712891
587,Luis,United States of America,"Reviewed: August 2, 2016",6.3,"not the best but, just ok","??Business trip??Solo traveler??Palace Premium Room, 1 King Bed, Non-Smoking??Stayed 2 nights",1 review,37.09024,-95.712891
588,James,United States of America,"Reviewed: August 2, 2016",9.2,Beautiful place!!!!!!!!!  But a couple things to be aware of.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",2 Reviews,37.09024,-95.712891
589,Sylvia,United States of America,"Reviewed: July 31, 2016",10.0,Celebrated in Vegas,"??Leisure trip??Family with older children??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",4 Reviews,37.09024,-95.712891
590,grovester,Canada,"Reviewed: July 31, 2016",6.7,Unhappy with room,"??Leisure trip??Couple??Palace Premium Room, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",25 Reviews,56.130366,-106.34677099999999
591,Tracy,United States of America,"Reviewed: July 31, 2016",8.8,Excellent location and facilities.,"??Leisure trip??Couple??Palace Premium Studio Suite, 1 King, Non-Smoking??Stayed 4 nights",7 Reviews,37.09024,-95.712891
592,Fiona,United Kingdom,"Reviewed: July 31, 2016",7.9,Breathtaking,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",3 Reviews,55.378051,-3.435973
593,Adel,Hungary,"Reviewed: July 31, 2016",8.8,"Beautiful and comfortable hotel, great location and friendly...","??Leisure trip??Group??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights??Submitted from a mobile device",4 Reviews,47.162494,19.503304
594,Paul,Belgium,"Reviewed: July 29, 2016",8.3,"Nice hotel and pool, but lack of some essential facilities.","??Leisure trip??Family with older children??Augustus Strip View, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",44 Reviews,50.503887,4.469936
595,Anonymous,United Kingdom,"Reviewed: July 26, 2016",6.3,Very very  disappointing,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",21 Reviews,55.378051,-3.435973
596,Kurt,Belgium,"Reviewed: July 25, 2016",7.1,"Stayed at CAESAR's several times before, and will stay there again.","??Leisure trip??Family with older children??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 5 nights",6 Reviews,50.503887,4.469936
597,Adam,Poland,"Reviewed: July 25, 2016",4.6,Nothing,"??Leisure trip??Couple??Palace Premium Room, 1 King Bed, Non-Smoking??Stayed 3 nights",15 Reviews,51.919438,19.145135999999997
598,Lina,United States of America,"Reviewed: July 25, 2016",8.8,Multiple hidden costs for basic amenities.,"??Leisure trip??Couple??Augustus Premium Room, 1 King, Smoking??Stayed 3 nights??Submitted from a mobile device",1 review,37.09024,-95.712891
599,Jane,France,"Reviewed: July 24, 2016",3.8,Avoid at all costs!!!,"??Leisure trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,46.227638,2.213749
600,Christie,Australia,"Reviewed: July 24, 2016",7.5,"Check in check out is terrible - also wifi!
","??Leisure trip??Couple??Palace Premium Studio Suite, 2 Queens, Non-Smoking??Stayed 1 night??Submitted from a mobile device",6 Reviews,-25.274398,133.775136
601,Jeremy,New Zealand,"Reviewed: July 23, 2016",9.6,Awesome stay at the house of Caesar,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",14 Reviews,-40.900557,174.88597099999998
602,Karen,United Kingdom,"Reviewed: July 23, 2016",9.2,Classic Vegas experience.,"??Leisure trip??Family with older children??Augustus Strip View, 2 Queens, Non-Smoking??Stayed 1 night",6 Reviews,55.378051,-3.435973
603,Craig,United States of America,"Reviewed: July 22, 2016",8.3,Hail Caesar!,"??Leisure trip??Couple??Palace Premium Studio Suite, 1 King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,37.09024,-95.712891
604,James,United States of America,"Reviewed: July 22, 2016",9.6,Overall I enjoyed it and I wished I had more time there.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",1 review,37.09024,-95.712891
605,Melissa,New Caledonia,"Reviewed: July 21, 2016",4.6,Never again,"??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,-20.904304999999997,165.618042
606,Gary,Canada,"Reviewed: July 21, 2016",7.5,Pool,"??Leisure trip??Family with older children??Palace Premium Room, 1 King Bed, Non-Smoking??Stayed 3 nights",1 review,56.130366,-106.34677099999999
607,Maria,United States of America,"Reviewed: July 20, 2016",8.8,Arriving on a Friday late afternoon we found the line at the...,"??Leisure trip??Family with older children??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 2 nights",12 Reviews,37.09024,-95.712891
608,Ronita,Singapore,"Reviewed: July 19, 2016",6.7,Disappointed trip to Vegas,"??Leisure trip??Group??Palace Premium Room, 2 Queen Beds, Non-Smoking??Stayed 3 nights",5 Reviews,1.352083,103.819836
609,Andrew,United States of America,"Reviewed: July 18, 2016",7.5,Nice place but good luck getting into your room.,"??Leisure trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",1 review,37.09024,-95.712891
610,Jorge,Brazil,"Reviewed: July 18, 2016",5.0,Nobody help us with ur luggage and I've to parking myself. Never come back!!!!,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",7 Reviews,-14.235004,-51.92528
611,Julie,United Kingdom,"Reviewed: July 17, 2016",10.0,Hotel fantastic location amazing very central.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights??Submitted from a mobile device",2 Reviews,55.378051,-3.435973
612,Vacationer,United States of America,"Reviewed: July 14, 2016",5.0,Overrated Hotel,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",7 Reviews,37.09024,-95.712891
613,Knut,Norway,"Reviewed: July 14, 2016",5.8,Uncharming and overrated,"??Leisure trip??Family with older children??Palace Premium Room, 2 Queen Beds, Non-Smoking??Stayed 2 nights",42 Reviews,60.472024,8.468946
614,Mike,Oman,"Reviewed: July 13, 2016",8.8,Nice hotel but beware of the hidden costs!,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",12 Reviews,21.512583,55.923255000000005
615,Danna,United States of America,"Reviewed: July 12, 2016",4.2,Wear your walking shoes!,"??Leisure trip??Couple??Palace Premium Room, 2 Queen Beds, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,37.09024,-95.712891
616,Dennis,United States of America,"Reviewed: July 11, 2016",7.5,"Great location, but charging for supposed ""free"" drinks, having to play maximum each bet","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights",2 Reviews,37.09024,-95.712891
617,Brenda,United States of America,"Reviewed: July 9, 2016",9.6,"Great location, loved how friendly the  staff was.","??Leisure trip??Couple??Palace Premium Studio Suite, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",5 Reviews,37.09024,-95.712891
618,Patti,United States of America,"Reviewed: July 9, 2016",8.8,Very nice getAway,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,37.09024,-95.712891
619,Erhan,Turkey,"Reviewed: July 8, 2016",7.5,We reserved a room with a king bed but we were told we would...,"??Leisure trip??Family with older children??Palace Premium Room, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",5 Reviews,38.963745,35.243322
620,Tracy,United Kingdom,"Reviewed: July 8, 2016",8.3,Grumpy due to no morning coffee...,??Leisure trip??Group??2 rooms??Stayed 3 nights??Submitted from a mobile device,5 Reviews,55.378051,-3.435973
621,Dr-jermaine,United States of America,"Reviewed: July 7, 2016",9.6,High price for rooms you use only to store your bags. You're Paying to keep the Palace maintained...,"??Leisure trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",1 review,37.09024,-95.712891
622,Kathleen,United States of America,"Reviewed: July 6, 2016",9.6,"Clean, nicely decorated rooms and bathrooms, shopping in...",??Leisure trip??Group??2 rooms??Stayed 4 nights??Submitted from a mobile device,5 Reviews,37.09024,-95.712891
623,Sarah_Gee,Australia,"Reviewed: July 6, 2016",9.2,Luxurious and authentic Vegas experience!,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 4 nights",13 Reviews,-25.274398,133.775136
624,Isabell,United States of America,"Reviewed: July 6, 2016",6.3,Extra cash??,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",2 Reviews,37.09024,-95.712891
625,Nelly R,United States of America,"Reviewed: July 5, 2016",7.9,Nice room but not the cleanest!!,"??Leisure trip??Couple??Palace Premium Studio Suite, 1 King, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,37.09024,-95.712891
626,Tadas,United Kingdom,"Reviewed: July 5, 2016",7.1,"Great location, poor value for money","??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 8 nights",14 Reviews,55.378051,-3.435973
627,Anonymous,United States of America,"Reviewed: July 4, 2016",4.6,Not worth the money compared to new hotels that are same rate.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",2 Reviews,37.09024,-95.712891
628,Wadaa,United States of America,"Reviewed: July 3, 2016",3.8,The swimming pool!,"??Leisure trip??Family with young children??Palace Premium Room, 2 Queen Beds, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,37.09024,-95.712891
629,Anne,Greece,"Reviewed: July 3, 2016",7.1,Didn't live up to my expectations!,"??Leisure trip??Family with older children??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",9 Reviews,39.074208,21.824312
630,Stephen,United Kingdom,"Reviewed: July 3, 2016",10.0,The best place to stay in Las Vegas,"??Leisure trip??Group??Palace Premium Studio Suite, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,55.378051,-3.435973
631,tereanguita,Chile,"Reviewed: July 3, 2016",8.3,"Great place, not that great service.","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",27 Reviews,-35.675146999999996,-71.542969
632,Paola,United States of America,"Reviewed: July 1, 2016",5.0,too pricey for no value,"??Leisure trip??Family with older children??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 1 night",1 review,37.09024,-95.712891
633,Ged,United Kingdom,"Reviewed: June 28, 2016",8.3,Caesars Palace a very good Hotel could become excellent but for a few minor annoyances !,"??Leisure trip??Couple??Augustus Strip View, 2 Queens, Non-Smoking??Stayed 5 nights",11 Reviews,55.378051,-3.435973
634,Cheryl,United States of America,"Reviewed: June 27, 2016",7.9,24 hour getaway- Celine Dion,"??Leisure trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,37.09024,-95.712891
635,Jorge,United States of America,"Reviewed: June 27, 2016",8.8,"A bit pricey, but very nice place to stay.","??Leisure trip??Solo traveler??Augustus Premium Room, King, Non-Smoking??Stayed 1 night??Submitted from a mobile device",19 Reviews,37.09024,-95.712891
636,Paul,United States of America,"Reviewed: June 24, 2016",10.0,A night of a lifetime,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",1 review,37.09024,-95.712891
637,Huy,United States of America,"Reviewed: June 23, 2016",5.4,"Wasn't impressed, expected more","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,37.09024,-95.712891
638,Mike,Oman,"Reviewed: June 23, 2016",9.6,Review  your bill carefully before check out,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",12 Reviews,21.512583,55.923255000000005
639,Lb,United Kingdom,"Reviewed: June 23, 2016",5.0,Good location and when the room wasn't to standard the...,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights??Submitted from a mobile device",2 Reviews,55.378051,-3.435973
640,Sammy,Australia,"Reviewed: June 23, 2016",7.5,great pools and atmospher,"??Leisure trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",1 review,-25.274398,133.775136
641,Nijira,United States of America,"Reviewed: June 23, 2016",3.8,not satisfied,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",1 review,37.09024,-95.712891
642,Anonymous,United Kingdom,"Reviewed: June 21, 2016",8.3,It's plesant but can be better!,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",5 Reviews,55.378051,-3.435973
643,filmello,United States of America,"Reviewed: June 21, 2016",9.6,"Swimming pool area is great, room is very comfortable and...","??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 1 night",181 Reviews,37.09024,-95.712891
644,Mark,United States of America,"Reviewed: June 19, 2016",8.8,Nice but expensive,"??Leisure trip??Family with older children??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,37.09024,-95.712891
645,Efeline,Indonesia,"Reviewed: June 16, 2016",8.3,Overall I like the room because it's very spacious and comfortable,"??Leisure trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,-0.789275,113.921327
646,Elliott,United States of America,"Reviewed: June 14, 2016",7.1,Very nice,"??Business trip??Solo traveler??Palace Premium Room, 1 King Bed, Non-Smoking??Stayed 3 nights",1 review,37.09024,-95.712891
647,Derek,United Kingdom,"Reviewed: June 14, 2016",9.6,A nice hotel overall.,"??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 5 nights",1 review,55.378051,-3.435973
648,Navtej,United Kingdom,"Reviewed: June 14, 2016",10.0,"Amazing hotel, brilliant location and overall excellent experience","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights",6 Reviews,55.378051,-3.435973
649,Christian,Austria,"Reviewed: June 13, 2016",8.8,Nice stay in world-famous Caesars,"??Leisure trip??Group??Augustus Premium Room, King, Non-Smoking??Stayed 1 night",3 Reviews,47.516231,14.550072
650,Franklin,Hong Kong,"Reviewed: June 13, 2016",5.4,Will have to think twice before I do it again.,"??Business trip??Solo traveler??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 4 nights",1 review,22.396428,114.10949699999999
651,kennethohehir,Germany,"Reviewed: June 13, 2016",10.0,Just gorgeous.,"??Leisure trip??Family with young children??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",8 Reviews,51.165690999999995,10.451526
652,Mark,United Kingdom,"Reviewed: June 12, 2016",6.3,"The hotel is lovely as you would expect, however there was...","??Leisure trip??Couple??Palace Premium Room, 1 King Bed, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",17 Reviews,55.378051,-3.435973
653,Pablo,Brazil,"Reviewed: June 10, 2016",7.1,Location and lot of shops together with hotel,"??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 6 nights??Submitted from a mobile device",3 Reviews,-14.235004,-51.92528
654,Limpan64,Finland,"Reviewed: June 9, 2016",9.2,Luxury beds and rooms,"??Leisure trip??Family with older children??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 1 night",7 Reviews,61.92411,25.748151
